utt_id,dataset,speaker,accent,cefr,condition,mode,chunk_ms,left_ctx_ms,ref_text,hyp_text,duration_s,wer,cer,n_ref_words,substitutions,deletions,insertions,proc_time_s,rtf,mean_chunk_proc_s,algorithmic_latency_ms
l2arctic_HQTV_arctic_a0062,l2arctic,HQTV,Vietnamese,,stream_640ms,streaming,640.0,2000.0,The men stared into each other's face,The men sta - into each other face.,2.2,0.2857142857142857,0.13513513513513514,7,2,0,0,0.6208,0.2822,0.1552,640.0
l2arctic_HQTV_arctic_a0063,l2arctic,HQTV,Vietnamese,,stream_640ms,streaming,640.0,2000.0,Yes it was a man who asked a stranger,Yes. it was amazing. who acts. a stranger.,2.7,0.3333333333333333,0.21621621621621623,9,2,1,0,0.8163,0.3023,0.1632,640.0
l2arctic_HQTV_arctic_a0064,l2arctic,HQTV,Vietnamese,,stream_640ms,streaming,640.0,2000.0,The fourth and fifth days passed without any developments,The fourth. and fifth. days pass with the development.,4.4,0.4444444444444444,0.15789473684210525,9,4,0,0,1.0754,0.2444,0.1536,640.0
l2arctic_HQTV_arctic_a0065,l2arctic,HQTV,Vietnamese,,stream_640ms,streaming,640.0,2000.0,They closed now until his fingers were like cords of steel,the coast. now until hit. fingers were like cards of steel.,3.988,0.36363636363636365,0.1206896551724138,11,4,0,0,1.063,0.2665,0.1518,640.0
l2arctic_HQTV_arctic_a0067,l2arctic,HQTV,Vietnamese,,stream_640ms,streaming,640.0,2000.0,Surely I will excuse you she cried,Surely I will... will escape you secret,2.59,0.5714285714285714,0.35294117647058826,7,2,1,1,1.9047,0.7354,0.3809,640.0
l2arctic_HQTV_arctic_a0071,l2arctic,HQTV,Vietnamese,,stream_640ms,streaming,640.0,2000.0,What was the object of your little sensation,What's wo - objects? of your li - sensation?,3.076,0.625,0.25,8,4,1,0,0.791,0.2571,0.1582,640.0
l2arctic_HQTV_arctic_a0073,l2arctic,HQTV,Vietnamese,,stream_640ms,streaming,640.0,2000.0,The promoter's eyes were heavy with little puffy bags under them,the promo eyes will have with little puff bass. them.,5.034,0.5454545454545454,0.28125,11,5,1,0,1.2235,0.2431,0.1529,640.0
l2arctic_HQTV_arctic_a0075,l2arctic,HQTV,Vietnamese,,stream_640ms,streaming,640.0,2000.0,There has been a change she interrupted him,There has been a chance to see interrupted him.,2.37,0.375,0.11627906976744186,8,2,0,1,0.6288,0.2653,0.1572,640.0
l2arctic_HQTV_arctic_a0076,l2arctic,HQTV,Vietnamese,,stream_640ms,streaming,640.0,2000.0,The gray eyes faltered the flush deepened,The Korea eyes fall the flush. deepen.,3.16,0.42857142857142855,0.2682926829268293,7,3,0,0,0.8804,0.2786,0.1761,640.0
l2arctic_ABA_arctic_a0003,l2arctic,ABA,Arabic,,stream_1280ms,streaming,1280.0,2000.0,For the twentieth time that evening the two men shook hands,for the 20th. time that evening the two... shook hands.,4.92,0.18181818181818182,0.1864406779661017,11,1,1,0,0.8433,0.1714,0.2108,1280.0
l2arctic_ABA_arctic_a0005,l2arctic,ABA,Arabic,,stream_1280ms,streaming,1280.0,2000.0,Will we ever forget it,Or will we ever? forget it?,2.39,0.2,0.13636363636363635,5,0,0,1,0.372,0.1556,0.186,1280.0
l2arctic_ABA_arctic_a0006,l2arctic,ABA,Arabic,,stream_1280ms,streaming,1280.0,2000.0,God bless 'em I hope I'll go on seeing them forever,God bless them. I hope. I'll go on seeing them forever.,4.749,0.09090909090909091,0.04,11,1,0,0,0.8361,0.176,0.209,1280.0
l2arctic_ABA_arctic_a0007,l2arctic,ABA,Arabic,,stream_1280ms,streaming,1280.0,2000.0,And you always want to see it in the superlative degree,and you always want to see it. in the superlative degree.,4.98,0.0,0.0,11,0,0,0,0.837,0.1681,0.2092,1280.0
l2arctic_ABA_arctic_a0008,l2arctic,ABA,Arabic,,stream_1280ms,streaming,1280.0,2000.0,Gad your letter came just in time,Get your le - came just - time.,3.16,0.42857142857142855,0.2727272727272727,7,2,1,0,0.5064,0.1602,0.1688,1280.0
l2arctic_ABA_arctic_a0010,l2arctic,ABA,Arabic,,stream_1280ms,streaming,1280.0,2000.0,I'm playing a single hand in what looks like a losing game,I am playing a single hand in what looks like a losing game.,3.877,0.16666666666666666,0.034482758620689655,12,1,0,1,0.6703,0.1729,0.1676,1280.0
l2arctic_ABA_arctic_a0011,l2arctic,ABA,Arabic,,stream_1280ms,streaming,1280.0,2000.0,If I ever needed a fighter in my life I need one now,if I ever needed a fighter in my life I need one now.,3.753,0.0,0.0,13,0,0,0,0.5243,0.1397,0.1748,1280.0
l2arctic_ABA_arctic_a0013,l2arctic,ABA,Arabic,,stream_1280ms,streaming,1280.0,2000.0,He was a head shorter than his companion of almost delicate physique,He was a hit shorter than his car of all. delicate physics.,5.912,0.3333333333333333,0.25,12,4,0,0,0.8104,0.1371,0.1621,1280.0
l2arctic_ABA_arctic_a0018,l2arctic,ABA,Arabic,,stream_1280ms,streaming,1280.0,2000.0,There was a change now,There was a change now.,1.397,0.0,0.0,5,0,0,0,0.3022,0.2163,0.1511,1280.0
l2arctic_ABA_arctic_a0019,l2arctic,ABA,Arabic,,stream_1280ms,streaming,1280.0,2000.0,I followed the line of the proposed railroad looking for chances,I folded the line. of the proposed railroad. looking for chances,5.3,0.09090909090909091,0.046875,11,1,0,0,0.8001,0.151,0.16,1280.0
l2arctic_ABA_arctic_a0020,l2arctic,ABA,Arabic,,stream_1280ms,streaming,1280.0,2000.0,Clubs and balls and cities grew to be only memories,clubs and pools. and cities grow to be only m -,4.283,0.3,0.21568627450980393,10,3,0,0,0.6539,0.1527,0.1635,1280.0
l2arctic_ABA_arctic_a0021,l2arctic,ABA,Arabic,,stream_1280ms,streaming,1280.0,2000.0,It fairly clubbed me into recognizing it,It's fairly cloud - me into reco - it.,3.825,0.42857142857142855,0.325,7,3,0,0,0.4987,0.1304,0.1662,1280.0
l2arctic_ABA_arctic_a0022,l2arctic,ABA,Arabic,,stream_1280ms,streaming,1280.0,2000.0,Hardly were our plans made public before we were met by powerful opposition,Hardly where our plans meet. public before. we were made by powerful opposition.,7.16,0.23076923076923078,0.09333333333333334,13,3,0,0,0.9636,0.1346,0.1606,1280.0
l2arctic_ABA_arctic_a0023,l2arctic,ABA,Arabic,,stream_1280ms,streaming,1280.0,2000.0,A combination of Canadian capital quickly organized and petitioned for the same privileges,A combination of Canadian... capital quickly organised and petitioned the same privilege.,6.836,0.23076923076923078,0.06666666666666667,13,2,1,0,0.9658,0.1413,0.161,1280.0
l2arctic_ABA_arctic_a0024,l2arctic,ABA,Arabic,,stream_1280ms,streaming,1280.0,2000.0,It was my reports from the north which chiefly induced people to buy,It was my reports from the north. which chiefly induced people to buy.,5.54,0.0,0.0,13,0,0,0,0.8303,0.1499,0.1661,1280.0
l2arctic_ABA_arctic_a0025,l2arctic,ABA,Arabic,,stream_1280ms,streaming,1280.0,2000.0,I was about to do this when cooler judgment prevailed,I was about to do this when cool judgement prevailed.,4.7,0.2,0.05660377358490566,10,2,0,0,0.6375,0.1356,0.1594,1280.0
l2arctic_ABA_arctic_a0026,l2arctic,ABA,Arabic,,stream_1280ms,streaming,1280.0,2000.0,It occurred to me that there would have to be an accounting,It occurred to me. that there would have to be an accident.,4.462,0.08333333333333333,0.1016949152542373,12,1,0,0,0.6541,0.1466,0.1635,1280.0
l2arctic_ABA_arctic_a0027,l2arctic,ABA,Arabic,,stream_1280ms,streaming,1280.0,2000.0,To my surprise he began to show actual enthusiasm in my favor,to my surprise he began to sh - actual and in my face.,5.433,0.25,0.22950819672131148,12,3,0,0,0.8165,0.1503,0.1633,1280.0
l2arctic_ABA_arctic_a0028,l2arctic,ABA,Arabic,,stream_1280ms,streaming,1280.0,2000.0,Robbery bribery fraud,"robbery... bribery, fraud",2.755,0.0,0.0,3,0,0,0,1.1112,0.4033,0.3704,1280.0
l2arctic_ABA_arctic_a0029,l2arctic,ABA,Arabic,,stream_1280ms,streaming,1280.0,2000.0,Their forces were already moving into the north country,their forces were already moving. into the north can,4.169,0.1111111111111111,0.09090909090909091,9,1,0,0,0.8618,0.2067,0.2154,1280.0
l2arctic_ABA_arctic_a0030,l2arctic,ABA,Arabic,,stream_1280ms,streaming,1280.0,2000.0,I had faith in them,I had faith in them.,1.473,0.0,0.0,5,0,0,0,0.4196,0.2848,0.2098,1280.0
l2arctic_ABA_arctic_a0031,l2arctic,ABA,Arabic,,stream_1280ms,streaming,1280.0,2000.0,They were three hundred yards apart,they were three yards apart.,3.257,0.16666666666666666,0.22857142857142856,6,0,1,0,0.5889,0.1808,0.1963,1280.0
l2arctic_ABA_arctic_a0032,l2arctic,ABA,Arabic,,stream_1280ms,streaming,1280.0,2000.0,Since then some mysterious force has been fighting us at every step,since then some my force has been fighting us at every step.,6.308,0.08333333333333333,0.11940298507462686,12,1,0,0,0.8039,0.1274,0.1608,1280.0
l2arctic_ABA_arctic_a0036,l2arctic,ABA,Arabic,,stream_1280ms,streaming,1280.0,2000.0,She turned in at the hotel,She turned it in. at the hotel.,2.471,0.16666666666666666,0.11538461538461539,6,0,0,1,0.3172,0.1284,0.1586,1280.0
l2arctic_ABA_arctic_a0037,l2arctic,ABA,Arabic,,stream_1280ms,streaming,1280.0,2000.0,I was the only one who remained sitting,I was the only one. who remained sitting.,2.817,0.0,0.0,8,0,0,0,0.4767,0.1692,0.1589,1280.0
l2arctic_ABA_arctic_a0038,l2arctic,ABA,Arabic,,stream_1280ms,streaming,1280.0,2000.0,We will have to watch our chances,We will have to watch our chances.,2.4,0.0,0.0,7,0,0,0,0.3139,0.1308,0.1569,1280.0
l2arctic_ABA_arctic_a0039,l2arctic,ABA,Arabic,,stream_1280ms,streaming,1280.0,2000.0,The ship should be in within a week or ten days,The ship should be in within a week or ten days.,3.852,0.0,0.0,11,0,0,0,0.6369,0.1653,0.1592,1280.0
l2arctic_ABA_arctic_a0040,l2arctic,ABA,Arabic,,stream_1280ms,streaming,1280.0,2000.0,I suppose you wonder why she is coming up here,I suppose you would why she is coming up here.,3.63,0.1,0.08695652173913043,10,1,0,0,0.5095,0.1404,0.1698,1280.0
l2arctic_ABA_arctic_a0041,l2arctic,ABA,Arabic,,stream_1280ms,streaming,1280.0,2000.0,Meanwhile I'll go out to breathe a spell,"Meanwhile, I'll go out to breathe sperm.",2.88,0.25,0.1,8,1,1,0,0.5076,0.1763,0.1692,1280.0
l2arctic_ABA_arctic_a0042,l2arctic,ABA,Arabic,,stream_1280ms,streaming,1280.0,2000.0,How could he explain his possession of the sketch,how could explain his position of the sketch,3.986,0.2222222222222222,0.14285714285714285,9,1,1,0,0.6269,0.1573,0.1567,1280.0
l2arctic_ABA_arctic_a0045,l2arctic,ABA,Arabic,,stream_1280ms,streaming,1280.0,2000.0,He moved away as quietly as he had come,he moved away as quietly as he had. come.,3.172,0.0,0.0,9,0,0,0,0.471,0.1485,0.157,1280.0
l2arctic_ABA_arctic_a0046,l2arctic,ABA,Arabic,,stream_1280ms,streaming,1280.0,2000.0,The girl faced him her eyes shining with sudden fear,the girl faced him. her eyes shy with sudden fear,4.539,0.1,0.09615384615384616,10,1,0,0,0.6637,0.1462,0.1659,1280.0
l2arctic_ABA_arctic_a0047,l2arctic,ABA,Arabic,,stream_1280ms,streaming,1280.0,2000.0,Close beside him gleamed the white fangs of the wolf dog,"Close beside him. gleamed, the white fangs. of the wolf dog.",5.069,0.0,0.0,11,0,0,0,0.7107,0.1402,0.1777,1280.0
l2arctic_ABA_arctic_a0048,l2arctic,ABA,Arabic,,stream_1280ms,streaming,1280.0,2000.0,He looked at the handkerchief more closely,he looked at the hand cushy. more closely.,3.869,0.2857142857142857,0.16666666666666666,7,1,0,1,0.6422,0.166,0.1606,1280.0
l2arctic_ABA_arctic_a0051,l2arctic,ABA,Arabic,,stream_1280ms,streaming,1280.0,2000.0,The lace was of a delicate ivory color faintly tinted with yellow,"The list was of... delicate, a voric... scintill tinted with yellow.",5.37,0.4166666666666667,0.26153846153846155,12,4,1,0,1.0175,0.1895,0.2035,1280.0
l2arctic_ABA_arctic_a0052,l2arctic,ABA,Arabic,,stream_1280ms,streaming,1280.0,2000.0,It was a curious coincidence,It was a curious coincidence.,2.018,0.0,0.0,5,0,0,0,0.2991,0.1482,0.1496,1280.0
l2arctic_ABA_arctic_a0053,l2arctic,ABA,Arabic,,stream_1280ms,streaming,1280.0,2000.0,Suddenly his fingers closed tightly over the handkerchief,Suddenly his finger closed tightly. over the hand crochet.,3.917,0.375,0.10526315789473684,8,2,0,1,0.6731,0.1718,0.1683,1280.0
l2arctic_ABA_arctic_a0054,l2arctic,ABA,Arabic,,stream_1280ms,streaming,1280.0,2000.0,There was nothing on the rock,There was nothing on the rock.,1.989,0.0,0.0,6,0,0,0,0.2938,0.1477,0.1469,1280.0
l2arctic_ABA_arctic_a0058,l2arctic,ABA,Arabic,,stream_1280ms,streaming,1280.0,2000.0,I came for information more out of curiosity than anything else,I came for information more out of curiosity. than anything else.,5.245,0.0,0.0,11,0,0,0,0.7664,0.1461,0.1533,1280.0
l2arctic_ABA_arctic_a0059,l2arctic,ABA,Arabic,,stream_1280ms,streaming,1280.0,2000.0,His immaculate appearance was gone,His immicul - appearance was gone.,2.9,0.2,0.11764705882352941,5,1,0,0,0.5475,0.1888,0.1825,1280.0
l2arctic_ABA_arctic_a0060,l2arctic,ABA,Arabic,,stream_1280ms,streaming,1280.0,2000.0,Anyway no one saw her like that,"In a way, no one... saw hair like that.",2.75,0.5714285714285714,0.1935483870967742,7,2,0,2,0.678,0.2465,0.226,1280.0
l2arctic_ABA_arctic_a0062,l2arctic,ABA,Arabic,,stream_1280ms,streaming,1280.0,2000.0,The men stared into each other's face,The men stared at it. each other's face.,2.882,0.2857142857142857,0.13513513513513514,7,1,0,1,0.6731,0.2335,0.2244,1280.0
l2arctic_ABA_arctic_a0063,l2arctic,ABA,Arabic,,stream_1280ms,streaming,1280.0,2000.0,Yes it was a man who asked a stranger,"Yes, it was a me - who asked us to",3.048,0.3333333333333333,0.2972972972972973,9,3,0,0,0.714,0.2343,0.238,1280.0
l2arctic_ABA_arctic_a0064,l2arctic,ABA,Arabic,,stream_1280ms,streaming,1280.0,2000.0,The fourth and fifth days passed without any developments,the fourth and fifth. days passed with any development.,4.028,0.2222222222222222,0.07017543859649122,9,2,0,0,0.7937,0.197,0.1984,1280.0
l2arctic_ABA_arctic_a0065,l2arctic,ABA,Arabic,,stream_1280ms,streaming,1280.0,2000.0,They closed now until his fingers were like cords of steel,"They closed, now on. his... were like cords of steel",5.138,0.18181818181818182,0.20689655172413793,11,1,1,0,0.8264,0.1609,0.1653,1280.0
l2arctic_ABA_arctic_a0067,l2arctic,ABA,Arabic,,stream_1280ms,streaming,1280.0,2000.0,Surely I will excuse you she cried,surely will execute you she cried.,4.04,0.2857142857142857,0.11764705882352941,7,1,1,0,0.6543,0.162,0.1636,1280.0
l2arctic_ABA_arctic_a0071,l2arctic,ABA,Arabic,,stream_1280ms,streaming,1280.0,2000.0,What was the object of your little sensation,What was the o - of your lit - sensation,4.034,0.25,0.18181818181818182,8,2,0,0,0.6386,0.1583,0.1596,1280.0
l2arctic_ABA_arctic_a0073,l2arctic,ABA,Arabic,,stream_1280ms,streaming,1280.0,2000.0,The promoter's eyes were heavy with little puffy bags under them,The brew meters are were hair - with little puffy bugs under them.,5.861,0.45454545454545453,0.203125,11,4,0,1,0.9476,0.1617,0.1895,1280.0
l2arctic_ABA_arctic_a0075,l2arctic,ABA,Arabic,,stream_1280ms,streaming,1280.0,2000.0,There has been a change she interrupted him,There has been a ch - she inte - him.,3.33,0.25,0.2558139534883721,8,2,0,0,0.5125,0.1539,0.1708,1280.0
l2arctic_ABA_arctic_a0076,l2arctic,ABA,Arabic,,stream_1280ms,streaming,1280.0,2000.0,The gray eyes faltered the flush deepened,The grey eyes... the flush deep in.,4.103,0.5714285714285714,0.34146341463414637,7,2,1,1,0.6153,0.15,0.1538,1280.0
l2arctic_ASI_arctic_a0003,l2arctic,ASI,Hindi,,stream_1280ms,streaming,1280.0,2000.0,For the twentieth time that evening the two men shook hands,for the 28th time. that evening. two men shook hands.,3.719,0.18181818181818182,0.1864406779661017,11,1,1,0,0.5173,0.1391,0.1724,1280.0
l2arctic_ASI_arctic_a0005,l2arctic,ASI,Hindi,,stream_1280ms,streaming,1280.0,2000.0,Will we ever forget it,Will we ever forget it?,1.422,0.0,0.0,5,0,0,0,0.3061,0.2152,0.153,1280.0
l2arctic_ASI_arctic_a0006,l2arctic,ASI,Hindi,,stream_1280ms,streaming,1280.0,2000.0,God bless 'em I hope I'll go on seeing them forever,God bless him. I hope I'll go on seeing them forever.,3.379,0.09090909090909091,0.04,11,1,0,0,0.5285,0.1564,0.1762,1280.0
l2arctic_ASI_arctic_a0007,l2arctic,ASI,Hindi,,stream_1280ms,streaming,1280.0,2000.0,And you always want to see it in the superlative degree,and you will always want to see. it in the superlative degree.,3.058,0.09090909090909091,0.09090909090909091,11,0,0,1,0.5316,0.1739,0.1772,1280.0
l2arctic_ASI_arctic_a0008,l2arctic,ASI,Hindi,,stream_1280ms,streaming,1280.0,2000.0,Gad your letter came just in time,GAD your letter came just in time.,2.302,0.0,0.0,7,0,0,0,0.3288,0.1428,0.1644,1280.0
l2arctic_ASI_arctic_a0010,l2arctic,ASI,Hindi,,stream_1280ms,streaming,1280.0,2000.0,I'm playing a single hand in what looks like a losing game,I am playing a single hand. in what looks like a loo - game.,3.219,0.25,0.10344827586206896,12,2,0,1,0.5445,0.1692,0.1815,1280.0
l2arctic_ASI_arctic_a0011,l2arctic,ASI,Hindi,,stream_1280ms,streaming,1280.0,2000.0,If I ever needed a fighter in my life I need one now,"If I ever needed a fight in my life, I need one now.",3.161,0.07692307692307693,0.038461538461538464,13,1,0,0,0.5184,0.164,0.1728,1280.0
l2arctic_ASI_arctic_a0013,l2arctic,ASI,Hindi,,stream_1280ms,streaming,1280.0,2000.0,He was a head shorter than his companion of almost delicate physique,He was a head shorter than his - companion of almost delicate physique.,4.211,0.0,0.0,12,0,0,0,0.6731,0.1599,0.1683,1280.0
l2arctic_ASI_arctic_a0018,l2arctic,ASI,Hindi,,stream_1280ms,streaming,1280.0,2000.0,There was a change now,There was a change now.,1.29,0.0,0.0,5,0,0,0,0.3031,0.235,0.1516,1280.0
l2arctic_ASI_arctic_a0019,l2arctic,ASI,Hindi,,stream_1280ms,streaming,1280.0,2000.0,I followed the line of the proposed railroad looking for chances,I followed the line of the proposed railroad. looking for chances.,3.88,0.0,0.0,11,0,0,0,0.6698,0.1727,0.1675,1280.0
l2arctic_ASI_arctic_a0020,l2arctic,ASI,Hindi,,stream_1280ms,streaming,1280.0,2000.0,Clubs and balls and cities grew to be only memories,clubs and balls and city. grew to be. only memories.,3.608,0.1,0.058823529411764705,10,1,0,0,0.5005,0.1387,0.1668,1280.0
l2arctic_ASI_arctic_a0021,l2arctic,ASI,Hindi,,stream_1280ms,streaming,1280.0,2000.0,It fairly clubbed me into recognizing it,It fairly clogged me into recognizing it.,2.502,0.14285714285714285,0.075,7,1,0,0,0.4354,0.174,0.2177,1280.0
l2arctic_ASI_arctic_a0022,l2arctic,ASI,Hindi,,stream_1280ms,streaming,1280.0,2000.0,Hardly were our plans made public before we were met by powerful opposition,Hardly were our plans made. public before we were met by powerful opposition.,4.16,0.0,0.0,13,0,0,0,0.9382,0.2255,0.2345,1280.0
l2arctic_ASI_arctic_a0023,l2arctic,ASI,Hindi,,stream_1280ms,streaming,1280.0,2000.0,A combination of Canadian capital quickly organized and petitioned for the same privileges,a combination of capital quickly and petitioned for the same privileges.,5.31,0.15384615384615385,0.2111111111111111,13,0,2,0,2.0764,0.3911,0.4153,1280.0
l2arctic_ASI_arctic_a0024,l2arctic,ASI,Hindi,,stream_1280ms,streaming,1280.0,2000.0,It was my reports from the north which chiefly induced people to buy,It was my report from the north with Chief Lee in people to buy.,3.821,0.38461538461538464,0.16176470588235295,13,4,0,1,0.5725,0.1498,0.1908,1280.0
l2arctic_ASI_arctic_a0025,l2arctic,ASI,Hindi,,stream_1280ms,streaming,1280.0,2000.0,I was about to do this when cooler judgment prevailed,I was about to do this when - cooler judgment prevails.,2.964,0.1,0.03773584905660377,10,1,0,0,0.5145,0.1736,0.1715,1280.0
l2arctic_ASI_arctic_a0026,l2arctic,ASI,Hindi,,stream_1280ms,streaming,1280.0,2000.0,It occurred to me that there would have to be an accounting,It occurred to me that there would have to be an accounting.,3.437,0.0,0.0,12,0,0,0,0.4951,0.144,0.165,1280.0
l2arctic_ASI_arctic_a0027,l2arctic,ASI,Hindi,,stream_1280ms,streaming,1280.0,2000.0,To my surprise he began to show actual enthusiasm in my favor,"To my surprise, he began to show actual entor - in my favor",4.04,0.08333333333333333,0.11475409836065574,12,1,0,0,0.6966,0.1724,0.1742,1280.0
l2arctic_ASI_arctic_a0028,l2arctic,ASI,Hindi,,stream_1280ms,streaming,1280.0,2000.0,Robbery bribery fraud,"robbery, bribery. fraud.",2.239,0.0,0.0,3,0,0,0,0.3123,0.1395,0.1561,1280.0
l2arctic_ASI_arctic_a0029,l2arctic,ASI,Hindi,,stream_1280ms,streaming,1280.0,2000.0,Their forces were already moving into the north country,Their forces were already moving into the North. Country.,2.999,0.0,0.0,9,0,0,0,0.4842,0.1614,0.1614,1280.0
l2arctic_ASI_arctic_a0030,l2arctic,ASI,Hindi,,stream_1280ms,streaming,1280.0,2000.0,I had faith in them,I had faith in them.,1.451,0.0,0.0,5,0,0,0,0.3112,0.2144,0.1556,1280.0
l2arctic_ASI_arctic_a0031,l2arctic,ASI,Hindi,,stream_1280ms,streaming,1280.0,2000.0,They were three hundred yards apart,They were 300 yards. apart.,2.042,0.3333333333333333,0.37142857142857144,6,1,1,0,0.321,0.1572,0.1605,1280.0
l2arctic_ASI_arctic_a0032,l2arctic,ASI,Hindi,,stream_1280ms,streaming,1280.0,2000.0,Since then some mysterious force has been fighting us at every step,"Since then, some mysti - force has been fired us at every step.",4.229,0.16666666666666666,0.16417910447761194,12,2,0,0,0.6905,0.1633,0.1726,1280.0
l2arctic_ASI_arctic_a0036,l2arctic,ASI,Hindi,,stream_1280ms,streaming,1280.0,2000.0,She turned in at the hotel,She turned in at the hotel.,1.7,0.0,0.0,6,0,0,0,0.3184,0.1873,0.1592,1280.0
l2arctic_ASI_arctic_a0037,l2arctic,ASI,Hindi,,stream_1280ms,streaming,1280.0,2000.0,I was the only one who remained sitting,I was the only one. who remained sitting.,2.523,0.0,0.0,8,0,0,0,0.3184,0.1262,0.1592,1280.0
l2arctic_ASI_arctic_a0038,l2arctic,ASI,Hindi,,stream_1280ms,streaming,1280.0,2000.0,We'll have to watch our chances,We'll have to watch our. chances.,2.031,0.0,0.0,6,0,0,0,0.3267,0.1608,0.1634,1280.0
l2arctic_ASI_arctic_a0039,l2arctic,ASI,Hindi,,stream_1280ms,streaming,1280.0,2000.0,The ship should be in within a week or ten days,The ship should be in with a week or 10 days.,2.742,0.18181818181818182,0.10638297872340426,11,2,0,0,0.4908,0.179,0.1636,1280.0
l2arctic_ASI_arctic_a0040,l2arctic,ASI,Hindi,,stream_1280ms,streaming,1280.0,2000.0,I suppose you wonder why she is coming up here,I suppose you wonder why - she is coming up here.,2.636,0.0,0.0,10,0,0,0,0.5064,0.1921,0.1688,1280.0
l2arctic_ASI_arctic_a0041,l2arctic,ASI,Hindi,,stream_1280ms,streaming,1280.0,2000.0,Meanwhile I'll go out to breathe a spell,"Meanwhile, I'll go out. to breath a spell.",2.471,0.125,0.025,8,1,0,0,0.3378,0.1367,0.1689,1280.0
l2arctic_ASI_arctic_a0042,l2arctic,ASI,Hindi,,stream_1280ms,streaming,1280.0,2000.0,How could he explain his possession of the sketch,How could he explain his position? of the sketch?,2.581,0.1111111111111111,0.08163265306122448,9,1,0,0,0.4918,0.1905,0.1639,1280.0
l2arctic_ASI_arctic_a0045,l2arctic,ASI,Hindi,,stream_1280ms,streaming,1280.0,2000.0,He moved away as quietly as he had come,He moved away as quite as he had come.,2.407,0.1111111111111111,0.07692307692307693,9,1,0,0,0.3282,0.1364,0.1641,1280.0
l2arctic_ASI_arctic_a0046,l2arctic,ASI,Hindi,,stream_1280ms,streaming,1280.0,2000.0,The girl faced him her eyes shining with sudden fear,The girl faced him. her eyes shining with sudden fear.,3.066,0.0,0.0,10,0,0,0,0.4917,0.1604,0.1639,1280.0
l2arctic_ASI_arctic_a0047,l2arctic,ASI,Hindi,,stream_1280ms,streaming,1280.0,2000.0,Close beside him gleamed the white fangs of the wolf dog,"close beside him, gleam. the white fang of the wolf -dog.",3.952,0.18181818181818182,0.05357142857142857,11,2,0,0,0.6919,0.1751,0.173,1280.0
l2arctic_ASI_arctic_a0048,l2arctic,ASI,Hindi,,stream_1280ms,streaming,1280.0,2000.0,He looked at the handkerchief more closely,He looked at the handkerchief. more closely.,2.731,0.0,0.0,7,0,0,0,0.5106,0.187,0.1702,1280.0
l2arctic_ASI_arctic_a0051,l2arctic,ASI,Hindi,,stream_1280ms,streaming,1280.0,2000.0,The lace was of a delicate ivory color faintly tinted with yellow,The lace was of a delic - ivory color. faintly tinted with yellow.,4.16,0.08333333333333333,0.046153846153846156,12,1,0,0,0.9286,0.2232,0.2321,1280.0
l2arctic_ASI_arctic_a0052,l2arctic,ASI,Hindi,,stream_1280ms,streaming,1280.0,2000.0,It was a curious coincidence,It was a curious co -,2.098,0.2,0.32142857142857145,5,1,0,0,0.4212,0.2007,0.2106,1280.0
l2arctic_ASI_arctic_a0053,l2arctic,ASI,Hindi,,stream_1280ms,streaming,1280.0,2000.0,Suddenly his fingers closed tightly over the handkerchief,Suddenly his fingers closed. tightly over the hanker,3.111,0.125,0.10526315789473684,8,1,0,0,0.6989,0.2246,0.233,1280.0
l2arctic_ASI_arctic_a0054,l2arctic,ASI,Hindi,,stream_1280ms,streaming,1280.0,2000.0,There was nothing on the rock,There was nothing on the wrong.,1.663,0.16666666666666666,0.10344827586206896,6,1,0,0,0.3746,0.2252,0.1873,1280.0
l2arctic_ASI_arctic_a0058,l2arctic,ASI,Hindi,,stream_1280ms,streaming,1280.0,2000.0,I came for information more out of curiosity than anything else,I came for information more out of curiosity than anything else.,4.172,0.0,0.0,11,0,0,0,0.7456,0.1787,0.1864,1280.0
l2arctic_ASI_arctic_a0059,l2arctic,ASI,Hindi,,stream_1280ms,streaming,1280.0,2000.0,His immaculate appearance was gone,his immaculate appear as gone.,2.103,0.4,0.14705882352941177,5,2,0,0,0.3157,0.1502,0.1579,1280.0
l2arctic_ASI_arctic_a0060,l2arctic,ASI,Hindi,,stream_1280ms,streaming,1280.0,2000.0,Anyway no one saw her like that,"Anyway, no one saw - her like that.",2.284,0.0,0.0,7,0,0,0,0.3167,0.1387,0.1583,1280.0
l2arctic_ASI_arctic_a0062,l2arctic,ASI,Hindi,,stream_1280ms,streaming,1280.0,2000.0,The men stared into each other's face,The men stared into each other. other's face.,2.203,0.14285714285714285,0.16216216216216217,7,0,0,1,0.3223,0.1463,0.1611,1280.0
l2arctic_ASI_arctic_a0063,l2arctic,ASI,Hindi,,stream_1280ms,streaming,1280.0,2000.0,Yes it was a man who asked a stranger,"Yes, it was a man who - asked, a stranger.",2.879,0.0,0.0,9,0,0,0,0.5344,0.1856,0.1781,1280.0
l2arctic_ASI_arctic_a0064,l2arctic,ASI,Hindi,,stream_1280ms,streaming,1280.0,2000.0,The fourth and fifth days passed without any developments,The 4th and 5th days by without any development.,3.028,0.4444444444444444,0.24561403508771928,9,4,0,0,0.5192,0.1715,0.173,1280.0
l2arctic_ASI_arctic_a0065,l2arctic,ASI,Hindi,,stream_1280ms,streaming,1280.0,2000.0,They closed now until his fingers were like cords of steel,They close now until its fingers were like cords of steel.,3.186,0.18181818181818182,0.05172413793103448,11,2,0,0,0.5222,0.1639,0.1741,1280.0
